epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,340.876,1.23899,0.88373,0.94043,0.40134,0.38734,0.3721,0.23865,1.12196,0.84271,0.93392,0.000262013,0.000262013,0.000262013
58,346.565,1.22092,0.88651,0.93991,0.52615,0.35086,0.37357,0.24682,1.11009,0.84983,0.93022,0.000256192,0.000256192,0.000256192
59,352.261,1.21036,0.87309,0.93622,0.45181,0.37878,0.39941,0.25903,1.11793,0.85099,0.93091,0.00025037,0.00025037,0.00025037
60,357.959,1.21098,0.87242,0.93615,0.42896,0.38925,0.3737,0.24508,1.09737,0.82706,0.92713,0.000244549,0.000244549,0.000244549
61,363.411,1.21595,0.87936,0.94112,0.43328,0.39172,0.39462,0.26044,1.11264,0.82177,0.93185,0.000238728,0.000238728,0.000238728
62,368.919,1.20364,0.87073,0.93617,0.42953,0.37899,0.38341,0.25241,1.10155,0.82366,0.93101,0.000232907,0.000232907,0.000232907
63,374.377,1.19264,0.86644,0.93757,0.43925,0.38684,0.3767,0.2495,1.10381,0.82742,0.93323,0.000227086,0.000227086,0.000227086
64,380.125,1.20309,0.86093,0.93678,0.42553,0.38396,0.39769,0.26002,1.08898,0.82856,0.92778,0.000221264,0.000221264,0.000221264
65,385.926,1.21709,0.87056,0.94017,0.45896,0.3857,0.37459,0.24526,1.11072,0.83233,0.92904,0.000215443,0.000215443,0.000215443
66,391.495,1.19315,0.86312,0.93375,0.47202,0.38375,0.39407,0.26259,1.092,0.8204,0.92793,0.000209622,0.000209622,0.000209622
67,397.443,1.19548,0.85415,0.93303,0.48711,0.35784,0.39984,0.2622,1.10152,0.82425,0.93447,0.000203801,0.000203801,0.000203801
68,403.28,1.19774,0.86608,0.93839,0.47566,0.38012,0.39718,0.26494,1.08656,0.82719,0.92911,0.00019798,0.00019798,0.00019798
69,409.179,1.19224,0.86295,0.93435,0.44369,0.38568,0.39041,0.2617,1.09,0.82824,0.92756,0.000192158,0.000192158,0.000192158
70,415.185,1.19875,0.85024,0.9326,0.45634,0.37922,0.39105,0.25926,1.0778,0.81921,0.92683,0.000186337,0.000186337,0.000186337
71,420.841,1.18379,0.84358,0.93043,0.45428,0.37444,0.38961,0.25849,1.08714,0.81798,0.92865,0.000180516,0.000180516,0.000180516
72,426.882,1.1928,0.85538,0.93311,0.48427,0.36726,0.39276,0.26038,1.07339,0.81525,0.92391,0.000174695,0.000174695,0.000174695
73,432.923,1.17598,0.84755,0.93153,0.48399,0.38492,0.40073,0.26762,1.08851,0.81716,0.92651,0.000168874,0.000168874,0.000168874
74,438.505,1.16459,0.83921,0.92837,0.47778,0.38367,0.38491,0.25235,1.08237,0.80757,0.9287,0.000163052,0.000163052,0.000163052
75,444.562,1.17599,0.84529,0.9309,0.43564,0.40722,0.4043,0.2734,1.07306,0.80881,0.92328,0.000157231,0.000157231,0.000157231
76,450.536,1.16107,0.8387,0.92622,0.45625,0.39292,0.39627,0.26409,1.09042,0.82684,0.92578,0.00015141,0.00015141,0.00015141
77,456.464,1.18183,0.84785,0.92913,0.45599,0.38434,0.40072,0.26809,1.08423,0.81014,0.92555,0.000145589,0.000145589,0.000145589
78,462.265,1.1734,0.84953,0.93167,0.4437,0.39641,0.39525,0.26461,1.08347,0.81337,0.92656,0.000139768,0.000139768,0.000139768
79,467.824,1.18043,0.84502,0.92989,0.5026,0.37589,0.4019,0.2713,1.07202,0.81333,0.92634,0.000133946,0.000133946,0.000133946
80,473.365,1.18143,0.84602,0.93065,0.46753,0.37441,0.39167,0.26582,1.07648,0.81129,0.92475,0.000128125,0.000128125,0.000128125
81,478.884,1.15897,0.83716,0.92987,0.45089,0.37652,0.39355,0.26677,1.06723,0.80455,0.92212,0.000122304,0.000122304,0.000122304
82,484.418,1.17221,0.84324,0.93085,0.44512,0.38499,0.40311,0.27355,1.08144,0.81321,0.92379,0.000116483,0.000116483,0.000116483
83,490.256,1.15848,0.83917,0.92838,0.4655,0.37857,0.3919,0.26386,1.07706,0.81297,0.92687,0.000110662,0.000110662,0.000110662
84,496.297,1.17032,0.8406,0.92871,0.45936,0.39298,0.39469,0.26353,1.0698,0.80347,0.92574,0.00010484,0.00010484,0.00010484
85,502.529,1.16192,0.82847,0.92837,0.43547,0.40122,0.40148,0.26962,1.07197,0.8088,0.92632,9.90192e-05,9.90192e-05,9.90192e-05
86,508.071,1.14979,0.82397,0.92588,0.44281,0.3976,0.39348,0.26211,1.05869,0.80157,0.92221,9.3198e-05,9.3198e-05,9.3198e-05
87,513.757,1.14967,0.83456,0.9308,0.4539,0.39322,0.39521,0.27038,1.06713,0.80777,0.9229,8.73768e-05,8.73768e-05,8.73768e-05
88,519.701,1.15768,0.83305,0.93165,0.46284,0.38697,0.4105,0.27665,1.0587,0.79856,0.92165,8.15556e-05,8.15556e-05,8.15556e-05
89,525.775,1.13715,0.82655,0.92519,0.39982,0.42976,0.40759,0.27869,1.05095,0.80251,0.92215,7.57344e-05,7.57344e-05,7.57344e-05
90,531.877,1.17319,0.83728,0.92939,0.44956,0.39489,0.40469,0.27354,1.058,0.80116,0.92335,6.99132e-05,6.99132e-05,6.99132e-05
91,541.749,1.16015,0.97706,0.9376,0.52071,0.33691,0.38905,0.25674,1.07632,0.8567,0.92785,6.4092e-05,6.4092e-05,6.4092e-05
92,546.688,1.12359,0.88086,0.93313,0.4382,0.38193,0.38077,0.25066,1.05408,0.84688,0.92132,5.82708e-05,5.82708e-05,5.82708e-05
93,551.381,1.10662,0.86221,0.92763,0.45688,0.36613,0.37863,0.25259,1.07731,0.85636,0.91953,5.24496e-05,5.24496e-05,5.24496e-05
94,556.24,1.09766,0.85017,0.93029,0.4682,0.37713,0.39298,0.26745,1.05822,0.82999,0.92036,4.66284e-05,4.66284e-05,4.66284e-05
95,560.974,1.09131,0.84719,0.92456,0.46656,0.38155,0.40559,0.27634,1.05566,0.81869,0.91817,4.08072e-05,4.08072e-05,4.08072e-05
96,565.588,1.09927,0.84781,0.92752,0.46258,0.39141,0.39993,0.27045,1.06482,0.82831,0.9199,3.4986e-05,3.4986e-05,3.4986e-05
97,570.224,1.09143,0.83617,0.9242,0.44498,0.39446,0.4049,0.27419,1.05326,0.82451,0.91784,2.91648e-05,2.91648e-05,2.91648e-05
98,574.81,1.07797,0.83559,0.92545,0.48289,0.37936,0.40853,0.27826,1.04268,0.8163,0.91736,2.33436e-05,2.33436e-05,2.33436e-05
99,579.667,1.08805,0.83432,0.92457,0.49241,0.37825,0.40988,0.27827,1.04866,0.81784,0.91715,1.75224e-05,1.75224e-05,1.75224e-05
100,584.729,1.09438,0.83432,0.92498,0.4871,0.38035,0.4115,0.27999,1.04434,0.81716,0.91693,1.17012e-05,1.17012e-05,1.17012e-05
